date,snippet,price change,tweets
2016-09-27,"A private investigator, a murdered stripper, a mystery and a reverent throwback to the spirit of Mickey Spillane The investigation into a former top aide, Joseph Percoco, strikes particularly close to Mr Cuomo, who once described him as my fathers third son A nutritionist who roamed the Kalahari desert and placed in beauty pageants has a career surge thanks in part to her eldest son, the technology titan The musician Nile Rodgers will appear with the author Elizabeth Gilbert and the choreographer Bill T Jones in a conversation about creativity, moderated by the journalist Alison Stewart, on May  in Hartford, Conn",neg,en en concession in my dream car a match made in heaven and the best thing at and responds to with a major upgrade how fast is a at the lets find out vs pd this is sick recharge helps maker in us hail a at city limits the new update three strikes safety feature in action video is fucking crazy but i like him my friends helped install this basket it cute i keep a photo of under my pillow for good dreams store sold for m store on third street promenade ha people who cant afford are using networks to pay for them via some cool features on each who are you to tell him different fixes security bugs after claims of model s by
2016-09-28,"Unless countries develop more ambitious plans, they say, the world could suffer profound consequences, including debilitating heat waves, food shortages and fastrising seas Much of the credit for GMs earnings has gone to a strong car market in the United States, not the companys improving balance sheet and new models The vehicles can roll away unexpectedly and cause injuries when the transmission is not used properly Finn Vigeland creates scandals and spreads rumors",neg,read the fascinating full text of s recent email to employees via have to say this made me laugh c a la musk autopilot mode saves car from collision d resurfaces to bring a company to the us if your hate could be turned into electricity it would light up the whole world could the and our model x es para es ms vs vs first visit to laurel tweeted a letter about giving discounts if your hate could be turned into electricity it would light up the whole world good shopping is going to be one of the greatest obstacles for the industry perch non food delivery comes to the united protect your screen and reduce glare in your if your hate could be turned into electricity it would light up the whole world model could significantly hurt us gasoline demand currently nearly of energy stored in their cars right now
2016-09-29,"The depth of enthusiasm for the companys first massmarket electrified model, as measured by reservations, has stunned industry analysts Tesla said that it was recalling the sport utility vehicles after testing revealed that the backs of the thirdrow seats could give way in a crash Ford Motor tries to shed Rust Belt image as it makes over its headquarter buildings in Dearborn, Mich, into a hightech campus As the profits flow in from sport utility vehicles, automakers are aiming for the luxury market, with fancy new models in development or already in showrooms A New Documentary about Nikola Teslas Most Ambitious Experiment for HumanityA century ago, genius inventor Nikola Tesla dreamed of sending free wireless energy from a mysterious tower and lab called Wardenclyffe His altruistic hopes were crus The overseeing of the classaction suits brought by American car owners is a career highlight for Charles R Breyer, who is widely described as fair, pragmatic and creative Over two days at this years Mudfest in the Pacific Northwest,  journalists evaluated  vehicles, including crossovers, SUVs and pickups",neg,i saw a up close on the road yesterday it was you can tell puts into their vehicles i wish i had one pour fins launches its own racing series car news auto the only w in their most held are taking huge in you can take a driver test with any car but if i used my could i use and still pass auto park too musk no more discounts on new cars mission strangely sponsored in my neighborhood shanghai china capital just unveiled its electric concept to take on a beautiful day to supercharge the real entrepreneurial shift is from success to significance dutch companies create hearse so your loved ones can die in style via full pilot episode of history series vs via plans to raise additional cash this year this will hurt oil companies and very fast s a child of storm poems about publishing from us or from hear a thunk thump or bump in your new every time you turn here is what it is and the is interested in partnering with to lithium in portal in says it is should be worried as launches all electric vehicle brand would be interested in partnering with to in
2016-09-30,"The new electric vehicle is the final step in the master plan, which is a mass market, affordable car, said Teslas chief executive, Elon Musk Conditions for the technology may actually be more favorable in China than in the United States because of aggressive support from the government Shares of Virgin America soared more than  percent after the company agreed be acquired by Alaska Air Gansha Wu, a veteran engineering manager at Intel, has jumped into the autonomous car industry in China, with a startup called Uisee Technology Wednesday Brooklyn in Orange, chilly weather and an unusual Kickstarter campaign",pos,bought one for mom bought one for dad now its my turn model x bonus shots of x pd and s pd eyes cars to help meet emission goal via the future never having to step into a for antiquated oil changes services time money resource all bout duty of care vs black do you know someone ordered a model hackers prove they can take over a from miles away most cares are probably via la no angles of soon to be not to blame for bus crash in model s tech seats rear cam a transformed for the is the ultimate last ride does anyone here work for or would like to work for let me know me but cop in this case was already saw my first model x the other day if really wants to be a leader in mobility it must let in postpones details on autopilot update recharge model x pinch sensor update karma plans first chinos en s ya what happens when a model s hits miles of course this is largely due to the fact that
2016-10-02,"The son of a gay father struggles with stereotypically masculine conversations and rituals Some residents of Red Hook, Brooklyn, see the proposed streetcar system as an opportunity to bring in needed development, while others want to keep it off the map Elon Musk shows off the more affordable Tesla Model  and discusses how important it is for the automaker Markets were little changed on the final day of a strong month that wiped away steep losses from the beginning of the year Heres what you need to know to start your day",neg,a look at the and building the factory tour via its time for musk to think about turning the job over to someone else and need each other u fresh on tap at the sybarite pig posts percent rise in quarterly deliveries backs target a in the first electric car to compete with is an just sitting in my friends of his yes my idea sees deliveries amid rocky third quarter delivers more cars in q pd debuts in at motor show exciting whoever wins technology such as and should lead the pd debut in motor show debut in trumps tax genius banks job cuts wrap motors said sales and debut in debut in debut in
2016-10-03,"The gallery will extend its reach in Silicon Valley with a new facility to open in April Inexpensive batterypowered devices are catching fire and exploding, but there are ways to protect yourself Industry analysts said the GM deal underscores how competitive the race toward autonomous vehicles has become We may be obsessed with new gadgets, but we still cling to outdated items like turntables, film cameras and books",pos,car envy if you ever need a driver hit me up found a charging at world reportage h la how risky is motors inc the motley fool via the latest the roadster daily sees jump in car deliveries will the business keep increasing like this jumps on shipments motors inc topped analysts estimates for plus et premier sans whenever i see a on the road i see a similar story lines is to what is to year to date vehicles sales spiking relative to prior years here is the tracker demand in picking up we are here is surging if is the lead singer in s band cobalt is the player deliveries grow sequentially to k cars in q thanks mom hype with his new v fixes security bugs after claims of model s by cant tell if this guy is funny or this car use any gas insane facts about motors will blow minds says musk
2016-10-04,"Highly anticipated properties are scheduled to open in Phnom Penh Lake Como, Italy St Kitts and Cape Town  and in Shanghai, Disney will have a Toy Story Hotel Many automakers are demonstrating video systems that replace side mirrors with cameras, but it may take drivers some time to get used to them The fuel savings may not offset the cost at todays prices, but this wellengineered and smoothdriving SUV requires no other sacrifices of its owner Mylans  Billion Deal for Swedish Drug Maker  US and Europe Reach Agreement on Derivatives  MetLife Argues Against Being Too Big to Fail Eighty entrepreneurs from abroad will set up shop on seven campuses, advising professors and students while starting their own businesses",neg,as la thankful for a great video job keeping me busy this week yesterday i got to watch wrap this newsflash if your electric car has a tailpipe its not an electric car its time to switch to an on from the motor show front row with my concert buddy performs like a paper tiger in door saw a red model x today in cool little article about our friends in the la times today why its crucial that just hit its numbers romper el on from the motor show en motor show on from the motor show freeman is a investor and huge fan of musk after promising a in looks poised to deliver they are actually correct regulators slam the brakes on autopilot motors responds d new shirts sorry about delay w the was excited to order but need a family hauler this fall may get now
2016-10-05,"Mr Page is hardly the first Silicon Valley chief with a case of intellectual wanderlust, but to a rare degree he has made his company a reflection of his personal fascinations Bruce Springsteens River Tour  will stop by the Prudential Center on Jan  at  pm After decades at Fanelli Cafe in Manhattan, Bob Bozic goes in search of the family villa in Belgrade that Communists seized in  The comedian Alonzo Bodden will perform on Feb  and Feb  at Bananas Comedy Club in New Jersey",neg,the big five chart service updated musk our options for climate action slam the brakes on autopilot motors responds or it happen hit with age discrimination lawsuit from former engineer new north aurora total en en glad to see the and charging up tonight con la presentation kit car clocks second quarter mile game on tonight its and might be the last ride of the season wish wife kids were along ready to rock with at my s on is all in transportation domain except is all in transportation domain except when do you think will reach billion miles driven when do you think will reach billion miles driven why makes better than by
2016-10-06,"Only a few states have passed laws relating to the testing of autonomous cars, and no state expressly allows a completely unmanned vehicle on the road Seventeen New York City hotels have pledged to serve the environment by joining the NYC Carbon Challenge",neg,charging stations have arrived at this hotel mile test track is now up along its and s design studio previews the great musk business quotes i love walking past my aunt uncle and cousins car while people are checking it out heal i use it on points thank you heal i use it on points best show i have ever seen w did a mile driving tour of mi dilapidation and construction was a theme at central station w leg done mi to comber on miles distance driven so far miles well played what level of awareness can i create in about and for you to help me with my graduate studies font free font no the grants pass super charger station desperately needs better confirmed for launch in early replacement note catches fire
2016-10-10,"A musical production of Bob Marleys Three Little Birds based on the childrens book by Cedella Marley, a daughter of Mr Marley, will take place at the New Jersey Performing Arts Center on Jan  Business leaders have become socialmedia crazy, with interesting implications for both court cases and the volume of information available to investors",neg,electric vs vs who will win report calls autopilot a hazard just recorded a new with tonight were his death ray you wanna miss this episode en el plans to take on and people criticize for taking advantage of relatively minuscule govt clean energy going off the grid with the audio the latest in with today cars looking forward to via miner calls a fraud presentation i can not wait for my releases new master plan to x the size of the factory to support production en a en y when official us cellular center autopilot technology might be a musk got the tech world waiting on at killed the cheapest model x just three months after introducing it
2016-10-11,"Tesla, which has introduced synthetic leather interiors, is the latest automaker to join the industrys push to project a more environmentally responsible image",neg,report calls s autopilot a hazard before picture of model s wheels after picture of model s wheel customer wanted the gunmetal color with orders looming seeks approval to double size of factory la times coal miners calls a fraud and musk tweets it at the government trough fraud by c baron at the government trough fraud by c baron would you pay m for this rare roadster prototype is going to be really interesting looking forward to something great as always from and will start to roll out autopilot v via bolt gives you rides in a whenever you need them android pioneers of the car revolution is a name you need to know is unveiling a new product that musk called heres what i d vs clean has driven million miles in the past year would you pay m for this rare roadster prototype fool cells or a legitimate competitive threat to new product coming next week u is unveiling a new product that musk called heres what it could be s facing new criticism at home and abroad
2016-10-14,"You can stream some of David Bowies impressive film roles, including Andy Warhol in Basquiat President Obama delivers his final State of the Union address What would you name a new element on the periodic table Scientists will soon have to decide New York Times readers had some suggestions Changes in energy prices and dependence on foreign oil had little to do with the stimulus law, experts say, crediting them to government policies, market forces and private sector activities",neg,nothing lulls a mechanical engineer to sleep quite like reading stories from musk share of the us luxury car market is more than twice via sends drivers autopilot warning letter model x what is it about that triggers previously on has the answers checking out the new at the testing site super cool you might see in a morning clouds says is on the ropes saw nice today supercharging like a out at factory has finally run out of rope tan lit universal knowledge exists universal truth exists deny either all you want both exist regardless dealer protections that ban from are lucky enough to get to the grand opening has finally run out of rope tan lit author will be on talking about on th check out the feature new system needs some patches second outage after km not knowing the driving speed getting this in the mail from make the wait any easier
2016-10-20,"Auto manufacturers, ridehailing companies and lawmakers are turning their attention to selfdriving cars Low gas prices have meant healthy sales of trucks and SUVs, but automakers are looking ahead to stricter fuel economy rules by showcasing electric and hybrid models",neg,all shipped moving forward will have wont let its cars autonomously drive for or heres what makes new autopilot technology work filed under its rare that i see a product that makes me use the the future is now this is one of those miss a minute of u lo para solos by via to build tech into all cars presentation rivals joust over how to put cars on the road via motors takes on crony car dealerships nice work to a company we should all be supporting charging station outside an at the intersection car drives completely itself garage highway parking lot level autonomy and a bold statement for a company with an already pretty lengthy list of promises to fulfill an awesome song choice will equip all its with full it seems that always just one model s behind
2016-10-21,Members of the Dance Theater of Harlem will perform at the Rev Dr Martin Luther King Jr Celebration at the New Jersey Performing Arts Center this month,pos,claims it can control how customers use its car via the of all motors given pt by w buy rating when u told us our would have offramp capabilities true summon ability improved performance was that a lie a tricycle created by students is now rolling but not ready for prime time watch out will launch its competitor by heres how is about to take on will make its cars fully but not turn the system on yet challenges regulators to catch up to s car technology model s model s may get into the business in watch s new fully car navigate around alto finding its own parking spot precision body paint is a recognized repair body shop we have invested in the training tools and technology if there would have been no band upgrades sensors hardware full autonomy test next year without the band would never have been formed software hardware model cameras will get dirty can washer fluid auto spray lenses then blast with compressed air to dry maybe consider in future the daily its and got room for four lets go
2016-10-23,General Motors and several other car companies are focusing on electric vehicles at the International CES consumer trade show in Las Vegas,neg,charging station empty at the model s pd will go from in seconds in the wet y en apple and to report earnings new times your can make money only with tips on how to make the most of a road trip shares rise as merger looms business news car will go from to in just made it a lot harder to justify buying the bolt better over time futures autonomous electric cars may officially launch in its true people el apple and to report earnings musk chief executive of motors which will report its inside an autonomous cannonball run record read here hello i do now for the that damn wont get out of my shot busted getting the car ready for this is why i cant wait to own a saving money to buy my own soon so incredible
2016-10-24,"With the rise of selfdriving cars, shared ownership and ridehailing, people may buy fewer cars in the future General Motors large stake in Lyft could help it navigate these trends Markets Calmer After a Tumultuous Start to the Year  GM Invests in Lyft  Dalian Wanda to Buy Stake in Legendary Entertainment",pos,model could be s most reliable car model could be s most reliable car model could be s most reliable car model could be s most reliable car lend me money through a junk bond so i can spend it developing something i might be able sell u in a few years at an inflated price in apple inc continue challenging autonomous cars talks of buying are out an apple consumer reports no longer recommends civic filed under shared s post with you see it at having fun s announcement reasons why it matters and need each other just made it a lot harder to justify buying the does your sound like mine y en f i just realized future games are going to be really different when the cars drive themselves to missions heres how s cars have changed over the years great musk business quotes from new shirt design to commemorate autopilot thanks to for the idea
2016-10-26,"Beyond the financial backing, the carmaker will develop an autonomous ondemand network of selfdriving cars",pos,latest on the which says will be like alien latest on the which says will be like alien musk on network its not vs its the people vs when musk model s signature model s signature off the line been following since feel much love though back in mode kills driver of and push prices even higher lit the big five chart service updated for motors inc preview motors inc preview en model s en el surprise turns a profit for the first time in three years touts reliability and production improvements as reasons for q success our relationship in a picture musk on network its not vs its the people vs s stock jumps after it posted the second profitable quarter in its history via turns profit musk says no new capital needed for model turns profit musk says no new capital needed for model i had no idea
2016-10-27,"Adam Bosworth, a tech pioneer, sees the future in servers that manage and learn from data gathered by sensors implanted in practically everything Secrets of War, a drama set in the Nazioccupied Netherlands directed by Dennis Bots, will be shown this month at the Summit Free Public Library Heres what you need to know at the end of the day",neg,several improvements across the board in next few weeks and in tomorrow is s big roof reveal in universal city ca who is stoked to see what come up with with the aid of this program you will be able to come to terms with your goals so the event is tomorrow not today okay posts first profit in two years posts first profit in two years if you agree with its not versus its the people versus says it reduced issues by amid criticism from s conversion not quite d luxury electrics may have future in law enforcement just months after adding electric cards for because doing what people say you cannot do feels great sharp now joins the race unveil happening at sunset because thats when will present today a new roofing material with integrated solar panels the red rocks of will s fans save deal
2016-10-29,"What you need to know if youre on a trip or planning one soon, including new spa treatments at Montage Beverly Hills and a conciergeinspired app",neg,future looks really nice unveils its and via musk aims to make solar panels as appealing as electric cars via years ago was selling solar roof tiles like the revolutionary roof tiles launched this week tiles costs same as traditional roof according to media but what time element is factored in chapter st profit in years thanks to climate credits this is for all the owners girls orchestral in the dark welcome chapter new camouflaged solar panels by renewable energy looking even better surely this is the future and s roof aims to transform residential power via en el the is the best can buy v this should be a good one to watch future tap link to view future tap link to view musk adds roofs to his clean vision of unveils roof tiles that look like regular ones cost less no exact pricing yet these are s stunning new tiles for homes musk unveils a vision for and solar roofs batteries electric cars
2016-11-07,"The son of Grace Kelly and Rainier III flies directly from the climatechange conference in Paris to receive an award in New York Beyond Exile Cubans in New Jersey, a free exhibit at Newark Public Library that explores the Cuban evolution from the s to today, will come to an end on Dec ",neg,starting all new will only get of annual free supercharging small fee beyond that starting all new will only get of annual free supercharging small fee beyond that starting all new will only get of annual free supercharging small fee beyond that starting all new will only get of annual free supercharging small fee beyond that starting all new will only get of annual free supercharging small fee beyond that starting all new will only get of annual free supercharging small fee beyond that starting all new will only get of annual free supercharging small fee beyond that um e para a vs hair physical manifestation of functions like ram in a is a fan of you c where going here supercharger network will never be a profit center a business decision mission electricity energy not oil first look at new model like glass roof on the model s gallery hints at glass roof and hidden performance for model s pd to charge new owners for supercharger use after around k miles absolutely love this impossible to design around problems never seen before are all about problems never seen before drag races model s c why should sell four to ten times cheaper he was also a great loner and had a touching relationship with a white bird an animal magnet like me pulls the plug on free supercharging for new customers men who changed all had one thing in common they started off in
2016-11-08,The Forces of Nature Dance Theater Company will perform a Kwanzaathemed show with ballet and traditional West African dance at the New Jersey Performing Arts Center,pos,formation of advanced automation hey can i get a to help me reach my m goal check out my post what is forever new style of rims on a now playing is love song on awfully awesome eighties buys an engineering firm to meet model production goals via check out keynote presentation on to buy manufacturer engineering in model push oh hell yeah love song on leadership secrets from the top companies new price specs pictures and release date plans to choose location for in next year will produce both batteries and cars great musk business quotes in via what s new means for model s model s seats roof k c interesting to see what alert suggest
2016-11-09,"Draft regulations would require licensed drivers, who would be responsible for traffic violations, to operate the cars, as well as safety tests and cybersecurity safeguards",pos,you need a d model s now with fewer miles for less money via big hole in design dead on arrival yet another reason why s with makes no sense reduces installation guidance again prototype with new steering wheel emerges at party gallery thanks literary saga about a trip through tech i just bought musk and the quest for a fantastic by via model s gives up competing with leaf and volt trump impact on auto industry not good for f just solved solar problem autonomous vehicles are going to dramatically change the world new future teaser video asks who said reinvent the wheel s new are affordable and efficient via knew all about the of and ye shall find sought and he found the secrets of the this came up on my check out the lyrics interesting choice today
2016-11-14,"The investors  including Elon Musk, Peter Thiel and Reid Hoffman  said they planned to commit  billion to the project longterm, but only small sums to start",neg,will soon release a new of its cars looking forward to hearing from tomorrow and hearing about the market for anybody want to help solve the secret of the including matrix and s that subtle difference between having right of way and getting right of way via en shows off and on hybrids via the vote that counts get your signed by as part of founders series read here thats why we got us a and were putting it into the hands of motorists now without having to buy drive our and find out why wants to take stress out of vacationing with an electric car goes after with the hp mission e electric car goes after with the hp mission e electric car model s declared the car in to require all electric cars to make noise by thanks literary saga about a trip through tech via thanks literary saga about a trip through tech motors an
2016-11-15,"The company, which is backed by a Chinese entrepreneur, said it would invest  billion to build a acre plant in a Las Vegas suburb",pos,the engineer behind model s has a new luxury electric car base model s will cost more starting via will soon release a new of its cars recharge wins formula e s store opens this own a want a platform try out for free prof why s new roof tiles and home battery are such a big deal via motors inc to bid farewell to next year the fool a new competitors new km rand owners will have the best biggest charging network takes on with electric the as if you needed another reason to love the mafia what owners already know just voted my and shares in favor of the boards recommendations lets go aims to change via will begin in mid and that delivery estimates for new model are now mid or support jobs technology and ingenuity keep the charging corridor plans
2016-11-16,"Both are trying to develop climatefriendly energy solutions that can serve as a model for countries now meeting in Paris, as they each try to curb carbon emissions",pos,this is what the noise should emit for that noise law in good analysis on future the transition to renewable energy cant be stopped the electric car collection just released off intro discount high voltage and home solar power new solar roof video by will s crash land on planet its model s is the car in teams up with for transpiring future teams up with for transpiring future model s is the car in u model s is the car in startup teams up with what happens to a company when a visionary is gone most often dies on using cameras as model s is the car in looks at for el n la a easter egg makes the worlds fastest car even faster all model s pd are about to get a sweet surprise mph in seconds
2016-11-17,"Even before the Volkswagen scandal, diesel had several factors going against it, including lower oil prices, improvements in gasoline engines and technologies that produce cleaner vehicles Asked to comment on pollution and climate change, readers criticized the failure to curb smog but also said that China was being unfairly targeted",pos,and shareholders approve billion merger very interesting merger renewable energy and shareholders approve billion merger door door its happening shareholders approve acquisition of seals billion deal shareholders back motors deal great news shareholders approve deal to buy forward they push i am a believer s power capacity has grown x in the us in the last years good years ahead for and s acquisition of receives shareholder et rapprochement milliards merger approved clean energy and transportation solutions solar roofs home battery power storage shareholders approve acquisition of shareholders approve of with a lead in the via solar roof will likely cost less than a normal roof d seals billion deal investors approve merger with by a wide margin percent
2016-11-18,"A guide to cultural and recreational events in New Jersey These young musicians played two works by Ms Shaw, as well as Fasch, Haydn and Beethoven, at a Schneider Concert at the New School A Taiwanbased startup called Gogoro has been using the scooterfilled streets of Taipei to test its Smartscooter, an electric scooter supported by a network of batteryswapping stations",neg,will likely less than a musk says s roof will be cheaper than a regular trump university the era is here its time to reinvent yourself roof to cost less than a regular roof even before energy production says musk via to do to to made more money just last quarter than the entire us oil industry made last year user has the right idea cruising into the weekend with no fumes shareholders approve made more money just last quarter than the entire us oil industry made last year why city folk still buying internal combustion engine it makes really no sense they just themselves gets sell rating at on deal other challenges ahead run will soon release a new of its cars to dice ms thanks for the electrons preferred parking at doors open at am tomorrow and get your tickets at gave me a perfect ride in today thanks guys please build in automatic acceleration to avoid collision like this musk says solar shingles will cost less than a regular roof
2016-11-25,"The speedy adoption of new technology is increasingly seen as the key to corporate success, according to the annual innovation scorecard from the Boston Consulting Group",pos,has only received a fraction of the subsidies big oil has received y can be by mike made more money just last quarter than the entire us oil industry strategic partner to increase equity ownership in international lithium lit latest easter egg enables sprints watch a fully navigate intersections and city streets by motors model s price rise while says trump presidency wont affect finances first drive model s pd via s inches without breaking a sweat mine having this for driving circuits via model s model s tech leather rear cam k getting serviced at home let us do the work and keep your busy day doing the no money for a never going to happen model s drop top spotted by my buddy in la forged cm series killer universal knowledge exists universal truth exists deny either all you want both exist regardless just got to play in the seater x car at park royal first drive model s pd
2016-11-29,"The companys business of checking corporations computer code is growing rapidly but is filled with many heavyhitter, and deeppocketed, competitors",neg,theft android unlocks amp starts car targeting next major nickel us int by yeah yeah i see you motors in mission ca terrible model x review could be major crack in s narrative better rethink their batteries the super by focus has unveiled a new idea for harnessing reusable energy solar roofing tiles has unveiled a new idea for harnessing reusable energy solar roofing tiles is investing billion in to help it compete with initiating an investment into stock as well as adding to my funds shares at looks like the future of solar power has arrived model s driver walks away from crash with a truck at tremendous speed cant wait to buy a model s or x one day taking on chinas motor sees mass market electric cars makers reconsider safety after level car crash gap closed now back to pushing up bullish uptrend continues far too cheap for urged to stop using word autopilot d very interesting test car does gen well aside from almost hitting a wall acquires acquires
