snippet,price change,News Sent.
Heres what you need to know to start your day Mr Kimmel hosts the Oscars  the first time in nearly a decade that a working latenight star has been at the helm,neg,neg
"Science teachers are using a new edition of The Martian to teach physics, astronomy and chemistry Its the same story  minus the profanity Putting together a list of companies selling Trump products has transformed Shannon Coulters life, and not always for the better Several companies, eager to help brands more efficiently spend advertising money, use devices to track viewing habits in surprisingly granular detail",neg,neg
"A darkly humorous new series is like Mr Robot redone as a whimsical farce The Carpetbagger has spent months reporting on the awards season Here, she predicts the winners Medicine Hat, Alberta, has plans to set up a sovereign fund with its oil and gas revenue, a shift as it becomes a leader in renewable energy Fences, the Oscar contender starring Denzel Washington and Viola Davis, arrives for streaming And Shark Tank passes  million for investment Fences, the Oscar contender starring Denzel Washington and Viola Davis, arrives for streaming And Shark Tank passes  million for investment We discuss the message sent by President Trumps top deputies to the party faithful on Thursday the Republicans are winning the fight In A Piece of the World, Christina Baker Kline invents a private life for the woman in Andrew Wyeths most famous painting A decade after the Save the Rainforest movement captured the worlds imagination, Cargill and other food giants are pushing deeper into the wilderness A decade after the Save the Rainforest movement captured the worlds imagination, Cargill and other food giants are pushing deeper into the wilderness Frank Lloyd directed Children with help from Josef von Sternberg, whose skill with actresses is also seen in The Salvation Hunters",neg,neg
"Are  million people suddenly facing deportation What we know and dont know about the Trump administrations new plan for undocumented immigrants Financial startups hoping to become the Facebook of banking have had to work with the financial industry instead of displacing it No matter how much free time youve got on hand, we have TV recommendations for you A former employees blog post has raised questions about the limits of meritocracy at Uber and how much executives knew about the treatment of employees She has been a fan of his ever since they met at Le Club in  Now that he is president, her cheerleading has consequences The most important frontier for robots is not the work they take from humans but the work they do with humans  which requires learning on both sides Popular ideas about the working class are woefully out of date Here are nine people who tell a truer story of what the American work force does today  and will do tomorrow Rukmini Callimachi takes us into Iraq to see if a major victory over the Islamic State is really at hand in the streets of Mosul Many in the field fear border tariffs and trade deals will raise the cost of American airplanes, sending shock waves though its thousands of suppliers Walter Iuzzolinos goal is to stream the worlds very best dramas that arent in English",pos,pos
"After averaging  home runs and  RBI in three seasons overseas, Thames signed a lucrative deal to return to the major leagues The source of recent government leaks may be something that could define this new presidency as much as the president himself Today, were reading about disappointing sofas, face transplants and what fun it is to make fun of our wedding announcements Choose tonight between a BritishFrench crime thriller, an American Masters episode about Maya Angelou and more Jackie, starring Natalie Portman, and Disneys Moana are streaming online And PBS airs an American Masters documentary about Maya Angelou Heres what you need to know to start your day You could follow a recipe, sure, or you could make leftovers quesadillas out of whatever you have in the fridge Heres what you need to know to start your day The Tunnel, the British version of the Scandinavian thriller The Bridge, lands on Amazon And Denzel Washington is celebrated at an awards ceremony The Tunnel, the British version of the Scandinavian thriller The Bridge, lands on Amazon And Denzel Washington is celebrated at an awards ceremony",neg,neg
"A look at various portrayals on television through the years Netflix may be the most popular movie and TV streaming service, but Hulu, Vudu and more also offer pleasures In a long and singular news conference, the president seemed determined to exhaust the news media Jim Rutenberg joins our discussion Stepbystep, heres a guide to completing your entire income tax form, with insights that can help you save money, whether you use software, do the return by hand or rely on a professional  There are , billionaires in the world by a new count, and how they got their money and what they plan to do with it are matters of global importance The rocket lifted off from a launchpad used for the Apollo moon missions It was the first launch from Kennedy Space Center in more than five years Unlocking the Cage examines the legal rights of animals, while The Breaks chronicles hiphops ascension in early s New York The town of Fordlndia, founded in  by Henry Ford, stands as a crumbling testament to the folly of trying to bend the jungle to the will of man The town of Fordlndia, founded in  by Henry Ford, stands as a crumbling testament to the folly of trying to bend the jungle to the will of man An election without Rafael Correa, the longtime leftist leader of Ecuador, is one more step away from a movement that once swept the continent",neg,neg
"Heres what you need to know to start your day Heres what you need to know to start your day Where did he come from, and how will his views on immigration influence the presidency Glenn Thrush joins to discuss Which dystopian novel got it right Orwells  or Huxleys Brave New World Years of investigations have resulted in  Brazilian Odebrecht executives signing plea deals, and now officials across the region are facing legal trouble Spend Valentines Day with some classic bigscreen couples in The English Patient, An Officer and a Gentleman and Shakespeare in Love The technology giant said it would introduce its first two shows this spring Others, including scripted dramas, are in the pipeline Could the presidents emerging plan for ArabIsraeli peace actually work Gwen Stefani sings Happy Birthday to You to Stephen Schwarzman at his multimilliondollar party in Palm Beach She has used tempurafried flowers, incorporated smell, and injected live snails with oxytocin Consumers have felt liberated from traditional packages of media, music and retail services, but what theyve really done is trade one bundle for another In Doubt, Ms Heigl tries for another television comeback as a New York lawyer with a hunky client And Mr Manning plays ball on Modern Family From fateful call to resignation, we tell the whole story In an update to the social networks mission statement, the CEO said that to achieve progress, people needed to come together as a global community Members of the presidents campaign team repeatedly spoke with Russian intelligence officers in the year before the election",pos,neg
"Amazon has tried out numerous experiments in its hometown, cementing the citys reputation as a hub for retail innovation The company is putting its stamp on the city with an expanding array of unconventional experiments in bricksandmortar sales The company is putting its stamp on the city with an expanding array of unconventional experiments in bricksandmortar sales",neg,neg
"New research finds that humans were sustainably managing the landscape, perhaps thousands of years before they were carving intricate geoglyphs into the earth New research finds that humans were sustainably managing the landscape, perhaps thousands of years before they were carving intricate geoglyphs into the earth With this playful retelling, Mr Gaiman continues to be a combination of bestselling author, famous personality and cult figure James Corden hosts this years Grammy Awards On HBO, Girls returns for its final season, and Last Week Tonight With John Oliver is back",pos,neg
"Looking for something funny Suspenseful Familyfriendly Check out these suggestions Ideas and resources for pairing the themes of  with whats happening in the world today No matter how much free time youve got on hand, we have TV recommendations for you Different kinds of light can either lull you to sleep or make you more alert and focused Ricky Gervais reprises his role on The Office in Netflixs David Brent Life on the Road And  looks back on the life of Anna Nicole Smith We hunt for a yearold boy from Afghanistan who was cleared to come to the US  until he wasnt",neg,neg
"Prepare for the Oscars by catching up with Manchester by the Sea and Nocturnal Animals online Or revisit past nominees on TV With her production company and her new HBO show, Big Little Lies, Ms Kidman is helping to ensure that complicated stories about women reach the screen Jesse Wegman and Wesley Morris join to discuss With its low barrier to entry and recessionproof status, soapmaking has become an attractive commercial endeavor  and many have taken notice A sophisticated, late supper at Mr Chows indicated just how far Out of Order had come since Dorian Grinspan founded it five years ago A new service, Brown Sugar, offers some lurid films and some landmarks in its collection Is Senator Warren actually a danger to the Democratic Party And what does Trumps election mean for the markets We discuss Even if your computer lacks the storage space or a builtin disc drive, you have ways to transform that pile of dusty boxes into digital music files",neg,neg
"And to a pivotal figure named Gary D Cohn, and the role he played in the financial crisis of  and  In a court filing, nearly  technology companies cited the tremendous impact of immigrants on the United States in opposing the Trump immigration ban The presidents travel ban provided a sudden early test for state legal officers  and a model for Democrats on how to fight administration policies Staying up late is hard Heres the important stuff that happened in the comedy world after dark, all in one place Seth Klarman is not a household name, but his letter to investors, warning about the new administration, is the most soughtafter read on Wall Street Betsy DeVos is President Trumps most controversial appointment in an already controversial cabinet Apple is traditionally quiet about its hardware updates in the works, but keep an eye on the companys product announcement event",neg,neg
"The law has changed the health care landscape in ways large and small Lets take a survey The NBC series has become a breakout hit, earning an unusual twoseason renewal Insiders see the show as a counterweight to dark procedurals and darker times Alarmed by the administrations apparent disdain for science, members of a profession that is often loath to take sides are starting to take a stand Finding Dory swims onto Netflix Octavia Spencer and Gloria Steinem discuss womens issues And Katie Couric delves into the complexities of defining gender",pos,neg
"Heat up your Saturday night with The Handmaiden, Park Chanwooks erotic fantasy, set in s Korea And Ms Stewart hosts SNL While other states highlighted individual plaintiffs claims, Washington aimed for a sweeping victory by arguing that the order would cause drastic damage to the state as whole The company has quickly become a player in the industry, as a new ad for Frank Oceans Blonde highlights, by attracting independent artists who like to collaborate",neg,neg
Investors have long been generous with Amazon But lowerthanexpected quarterly revenue growth dropped the companys share price more than  percent Its official Donald Trump overshadows everything Even the Super Bowl,neg,neg
"Whats the public editor got hatched for her weekend column And for readers who cant keep up with all the news, The Times prescribes cute animal videos Ms Pejic, the first transgender model profiled in Vogue, also says she likes to step outside her personal bubble and catch up on current events Once a retail titan, Macys has struggled to remain relevant as ecommerce and discount retailers have decimated the traditional brickandmortar business With the Iranian director Asghar Farhadi in the news because of Trumps visa ban, now is a good time to take a look at his film and others in the race The company behind the popular disappearingmessage app Snapchat is offering three types of shares, and outsiders will get no voting rights At New York Fashion Week Mens, John Varvatos, Raf Simons and Willy Chavarria make the case for internationalism during a fraught political moment Heres what you need to know at the end of the day Investors have long been generous with Amazon But lowerthanexpected quarterly revenue growth dropped the companys share price more than  percent",pos,neg
"Here are the new streaming titles we think are the most interesting, broken down by service Here are the new streaming titles we think are the most interesting, broken down by service As the capital, Bogot, has become increasingly cosmopolitan, restaurants focusing on Colombias regional dishes and ingredients are popping up Training Day, spun off from the Denzel WashingtonEthan Hawke film, catapults into a Trumpian universe And Powerless enters the DC Comics realm Colleges are turning to predictive analytics to pinpoint hotspots for failure  say, a C in English comp, a B in a foundational course in your major Scott Shane, a New York Times reporter, traced the origin of President Trumps views on Islam He ended up at Stephen K Bannon Amazon, Netflix and others are not just bankrolling more movies but also producing and distributing them Some of their projects are Oscar nominees A rare subset of investors flouts conventional wisdom to put money into companies that embody their passion for the environment and other causes",neg,neg
"President Trump has fired the acting attorney general, turning the confirmation of his nominee for the post into a referendum on the presidents immigration order Dara Khosrowshahi, the chief executive of the company, said , of its customers were affected by the ban The electric pressure cooker is the kitchen gadget of the moment Heres what it does and doesnt do well A partnership with HR Block shows IBMs strategy for artificial intelligence Watson will be a smart assistant tailored for specific industries A Northeastern college president heads to the South in The Quad And Nature uses robotic creatures to spy in the wild, with adorable results Many people with smart homes are not aware of the potential for cyberattacks and have done nothing to protect against them I spent the night in the studio talking with people who know about what to make of President Trumps first Supreme Court nomination",pos,neg
"Now a new bicycle  or a mechanic to repair an old one  can come directly to the customer There are a number of proposals for new fees and other changes in tax law buried amid the thousands of pages in the new budget documents Microsoft reported a quarterly profit of  billion, or  cents a share, compared with  billion, or  cents a share, a year earlier Check out the performance that earned Ruth Negga an Oscar nomination in Loving Or get your jollies from some amusing partnerships in The Nice Guys and Ghostbusters A boost in sales for books like George Orwells Animal Farm and  seems to reflect an organic response from readers wary of President Trumps rhetoric They met cute over a shared coffee maker at a TV and film production studio Tech companies, which have embraced globalization, reacted more forcefully to the presidents immigration order than counterparts in other industries Two states signaled that they would attack the policy in court, and a Muslim advocacy group filed a suit over what it called an unconstitutional religious test The Iranian director has said he will not attend this years Academy Awards Heres where to stream his previous four features Amazon and Expedia have joined a lawsuit in federal court in Seattle, asking for key parts of the executive order to be declared unconstitutional Amazon and Expedia have joined a lawsuit in federal court in Seattle, asking for key parts of the executive order to be declared unconstitutional",pos,neg
"The Magicians, with its undercurrents of Harry Potter and Narnia, returns for a second season And Suits moves on without its queen bee, Jessica Pearson The dystopian novel, published in , about tyranny and the suppression of critical thought, has found a fresh audience in the United States Also, advice on confronting a manchild whose mother packs his lunch, and how to respond to judgey friends Amazons Z The Beginning of Everything, about Zelda and F Scott Fitzgerald, depicts the couples early years, though without much sizzle While other tech companies rise and fall with consumer tastes, Googles parent has been consistent in generating huge earnings A plan to revamp corporate taxes by making importers pay, but not exporters, could be costly for retailers and many industries, as well as consumers  looks at the life of Mary Tyler Moore, who died on Wednesday And Rise explores indigenous resistance, starting with the Standing Rock pipeline protest When was your last Saturday night taco feast We thought so Its time for one The new film A Dogs Purpose is part of an alarmingly expansive history of talking dogs as cinematic stars  but theres a limit to this magical realism Apple has many adapters for charging the laptops battery, so be sure to get the one designed for your model",neg,neg
"The academy seeks to rebound from two years of OscarsSoWhite with nods for Denzel Washington, Ruth Negga, Viola Davis, Mahershala Ali and others The Chinese ecommerce giant posts strong quarterly revenue, but its businesses abroad are only a minor contributor to its results The sitcom remains one of the greats Heres where you can watch it from home Heres what you need to know to start your day",neg,neg
"The historian Lucy Worsley enters the bedchambers of Henry VIII and his wives And the Rolling Stones rock on with the masses in Havana In The Witness, Bill Genovese tries to separate fact from fiction in the death of his sister, Kitty And Beware the Slenderman examines an internet meme that led to a stabbing Sprint bought a third of the service, which has struggled in a field dominated by streaming giants like Apple Music, Spotify and Pandora A reader asks about the nowubiquitous cloud Quentin Hardy, The Timess deputy technology editor, considers the question Corporate bosses are meeting with President Trump, hoping to affect policy and worrying that they could become a target of his tirades Several Oscarnominated films are still in theaters Heres where you can stream the rest The wildly popular home assistant offers a vision of an automated future  one that Amazon itself is poised to dominate",pos,neg
"Specially equipped police officers entered a prison near the city of Natal as rival gangs battled each other with metal bars and wooden clubs in scenes reminiscent of medieval warfare Cuttingedge innovations are set to upend some of the constants of growing old Aziz Ansari makes his Saturday Night Live hosting debut postinauguration And Idina Menzel takes on the Bette Midler role in Beaches Married parents, one transgender, have created a series, Changers, popular with teenagers who feel they were born in the wrong bodies Really, Mom Dan Schoenholz mashes it up The Obama administration ended special immigration privileges for Cubans after normalizing relations with Cuba Now migrants arrive into a desperate limbo after an arduous journey",pos,neg
"Gov Andrew M Cuomo sees reauthorization of the  percent rate in the highest income bracket as the key to avoiding a  billion budget shortfall We discuss two shows, The OA and Search Party, that are made to be gorged on In the last decade, only one film that had its premiere at the Sundance Film Festival has earned more than  million at the box office The site offers the theatrical equivalent of a limited run A new movie is introduced every day, but after  days, its gone",neg,neg
"The uprising was the latest in a wave of fatal riots in the countrys overcrowded prisons that have killed nearly  people this year More than two dozen inmates were killed and many were mutilated, the authorities said The country is reeling from a wave of bloody inmate violence Amazons voicecontrolled Echo device is always getting smarter  but making us dumber In honor of Martin Luther Kings Birthday, stream th, Ava DuVernays film about the mass incarceration of AfricanAmerican men Or take your pick of civil rights documentaries on TCM The eight, all men, hold as much combined wealth as the  billion people in the bottom half, the charity said in a report that highlighted inequality Meet the researchers changing their fields forever In promoting plans to add jobs, some of which have long been in the works, companies help position themselves favorably with the Trump administration New startups are buying meat from small farms and dividing it into manageable cuts Sears, as well as other longtime retailers, are struggling because of the Amazon juggernaut App stores backed by giant corporations have created choke points for the internet, which governments are now exploiting CNN trails President Obama and his staff as they prepare for the transition of power And Six tells fictional stories inspired by a Navy SEAL team The magazines Ethicist columnist on the responsibility of a community in a members time of need, when to push back on friends vile online commentary and more Speedrunners are rushing through classic video games, like Mike Tysons PunchOut, without the benefit of sight, and to the delight of others From gorillas to gibbons, a wideranging survey finds that the worlds primates are in steep decline Kalorama, in northwestern Washington, is a stately jumble of embassies and upperclass homes Now, a medley of newcomers across the political spectrum is moving in Netflix added a record  million streaming members in the three months that ended Dec , beating its forecast of  million new members for the quarter",pos,pos
"Just because its public television does not mean all the shows are free, but you can stream and view content in many ways The Santa Barbara, Calif, company has managed to compete with industry giants for  years But it faces new challenges from Amazon and Google Mark Zuckerberg and his wife, Dr Priscilla Chan, have hired two former presidential campaign managers for the company they set up for charitable efforts Corrections appearing in print on Wednesday, January ,  A sports agent thinks he has found a model for success where other leagues, built around castoff athletes, have failed to gain any traction Joel and Ethan Coen will write and direct a new miniseries set in the Old West In this Amazon series, Giovanni Ribisi stars as an excon passing himself off as the longlost grandson of a clan that runs a bailbond shop Bryan Cranston plays his nemesis Microsoft, Facebook, Google and Amazon used their PACs to support Republican Congressional candidates more than Democratic ones in  Are you trying to figure out what to watch next Watching is here to help A new report from the McKinsey Global Institute looks at the global impact of automation and robotics Its conclusions are not as gloomy as expected The announcement by the online giant reflects what an economist sees as an inevitable process in which new industries rise and replace old ones Bryan Cranston returns with Sneaky Pete, a show he helped create about a hustler trying to outcon some cons And a new Lemony Snicket stars Neil Patrick Harris No matter how much free time youve got on hand, we have TV recommendations for you While Facebook ponders its place in the news industry, tech companies try to stay on the good side of the presidentelect Corrections appearing in print on Saturday, January ,  Tom Hanks plays an American lawyer defending a Soviet mole in Bridge of Spies And George Clooney joins Julia Roberts in Money Monster Dominant American culture has long stereotyped AsianAmerican men as not masculine Why is Steve Harvey joining in now",neg,pos
"The startup Nuna has built a cloudcomputing database of Medicaids  million patients The Chinese ecommerce giant, which is seeking to acquire Intime Retail, has spent billions buying up pieces of the very sector it disrupted",neg,neg
"A bevy of afterparties hosted by InStyle, Warner Bros, Netflix and others were held at the Beverly Hilton Many sidestep politics but say they approved of her speech, with Kerry Washington saying Hollywood shouldnt be silenced because of what we do for a living For decades, dominance in the technology industry was based on software or hardware Now it is increasingly based on who owns the best data Hacking the latest airline guidelines for onboard baggage and overhead bin space",neg,neg
"Coming arrivals include some old favorites, some literary adaptations and some web originals The announcement on Wednesday continued a trend for the countrys largest department store chain, which in August announced it was closing  of its stores Lurking inside the bland smartphone is a fire hose of peculiarity that can be blasted open whenever you choose The nomination of a deal maker to the post indicates that Donald J Trumps administration is likely to emphasize helping companies raise capital rather than tighten regulations The New York store will be the eighth location the company, which has been cautiously expanding its brickandmortar presence, has opened or announced Ford Motor is announcing it will incorporate Amazons Alexa into its vehicles, one of many efforts by automakers to improve voicerecognition systems Previews, openings and some lastchance picks A sixhour experimental workday in one of Swedens largest cities made employees happier and healthier, but the test is unlikely to be expanded Macys and Sears have recently announced numerous closings, reflecting a climate in which online and discount retailers have outmaneuvered them Friday A lesson on snowflakes, a winter weather advisory, and the governors State of the State speeches The deaths of at least  prisoners, coming days after a massacre at a jail in the city of Manaus, adds to fears about an intensifying war between drug gangs The company is in the middle of a push to get Alexa, its voiceactivated assistant, in cars, appliance and more It looks like a giant play for data The business would mesh nicely with the ecommerce giant, while the acquisition would show that Silicon Valley supports efforts to keep jobs at home Donald Vass has been mending books in the Seattle area for  years, but his craft is a fading one As agribusiness has grown, rodeo has surged in popularity A leading announcer follows the buckaroos, and speaks to Brazils shifting politics The holiday season was a boom time for drone sales, bringing a heightened risk to people and property, particularly when neophytes are at the controls President Michel Temers administration is struggling to cope with overcrowded prisons, with increasing riots fueled by rival drug gangs",neg,pos
"Readers respond Demand for Ms Fishers books, including Postcards From the Edge and The Princess Diarist, has risen noticeably since her death earlier this week While we wait for shows to return from holiday hiatus, lets check out films that have been added to streaming platforms The conversational and visual ontheground reports offered a glimpse of captivating people and places, from a sleep mafia in Delhi to a monastery seeking salvation in beer The pioneering hiphop group filed a  million lawsuit saying that retailers have sold unauthorized products From the inspiring to the unintentionally funny, these television picks from  are certainly varied In a book about her enigmatic father, Susan Faludi explores the very meaning of gender and identity The couple was married at the Scarsdale Congregational Church in Scarsdale by a cousin of the bride Many of Silicon Valleys largest companies face a growing list of regulatory challenges  and potentially large fines  in Europe this coming year A slew of major American companies prominently featured everyday Muslim men, women and children in their marketing last year The authorities said the riot at the Compaj prison in Manaus was part of a power struggle over the drug trade in the Amazon basin From new apps to picking the best flight deal, here are tips on saving on all aspects of travel in the coming year What can we expect in  More mergers, difficulties for American tech giants in Europe and maybe even some unexpected deals Welcome to the annual DealBook closing dinner at the Trump International Hotel, time to toast and roast the years deal makers and to look ahead The Girl on the Train is available to stream online, and Mistress America is on cable And the Fox sitcom New Girl returns in a new time slot Here are the new streaming titles we think are the most interesting, broken down by service The company is aiming to create a lowercost alternative to cable bundles Remembering what makes us human is how to show economic value in the age of smarter and smarter machines After a maker of surveillance software was hacked, its leaked documents shed light on a shadowy global industry that has turned email theft into a terrifying  and lucrative  political weapon  Giant tech companies are usually challenged by startups But with no obvious upstart competitors, it may be governments that pose the biggest threat A look at the trends that will matter at this weeks International Consumer Electronics Show in Las Vegas Ultra HD TV, smart home and drones Heres what you need to know to start your day As academy members consider highprofile categories, signs point toward this festival darling winning the bestpicture award",pos,pos
"Make waves in the Mediterranean with A Bigger Splash and LAvventura Paint a canvas with Jackson Pollock and JMW Turner Then count lifes blessings Big takeovers by the likes of the pharmaceutical giant Pfizer, the Oreos maker Mondelez and the office supply retailer Staples were all consigned to the scrap heap Ms Fisher channeled her struggles with depression and substance abuse into fiercely comic works, including the novel Postcards From the Edge This years  billion acquisition of Jetcom will accelerate the push to compete with Amazon in  Our critics weigh in on their favorites from series across television And you can share your favorite episodes, too Captain America Civil War, a superhero film with low stakes, is on Netflix And the Paris Opera Ballets Swan Lake is streaming online If Presidentelect Donald J Trump makes good on the promise of punishing overseas companies, he will take aim at his own brand, and his daughters as well Follow these tips to improve the maintenance of your passwords, devices and tech infrastructure Also, shop smarter and reduce waste in  Texts have become so ingrained that apps have borrowed the chat format for storytelling, news or gaming Entrepreneurs are applying technology to the ageold problem of insomnia, some of it caused in recent times by an overabundance of technology Three slices of Brooklyn, two saucy backstage series and a bittersweet film about aging actors Online services offer many alcoholrelated films Here are some in the What Am I Doing With My Life and Well, That Wasnt So Bad, Was It categories Arkansas investigators are seeking access to what may have been recorded on the electronic personal assistant Heres what you need to know to start your day You can remember Ms Fisher, who died on Tuesday at , by revisiting The Force Awakens on Starz Also, Comedy Bang Bang is on Netflix Actors talk about when their onstage roles become entwined with their dream lives Previews, openings and some lastchance picks",pos,neg
"Get high on the holidays with Harold and Kumar, traipse after Buddy the wouldbe elf or weep at a Christmas Day soup kitchen in s Brooklyn A United Nations ambassadorship for the superhero spurred a battle between the actress who made her famous and those who thought her a poor role model Our pop critics on Jeremih and Chance the Rappers surprise holiday release and more seasonal songs Theres a Christmas movie for almost every taste, and Hail, Caesar, the Coen brothers Hollywood spoof, for those feeling not quite so festive Mr Sellers was a leading figure in NASAs scientific research programs, flying to the International Space Station on the space shuttle Atlantis in  and , and on Discovery in  The Positivist Church of Brazil, established by freethinkers from the Religion of Humanity, is another example of Rios letting its history and grandeur fall into disrepair Christmas viewing keeps on giving, with Mr Cumberbatch in Shakespeare and the annual Doctor Who holiday special The rapid expansion of internetconnected devices will put even more power in the hands of a few companies with the biggest cloud services Treat this Monday like a Sunday, and plan your menu for the coming days",neg,pos
"Few companies have been able to keep Amazon at bay after it decides to target a new market Zalando, Europes biggest online fashion retailer, is the latest to try No matter how much free time you have this weekend, we have TV recommendations for you With tough times in the s behind him, the head of Califia Farms has a new idea nut milk and coffees Heres what you need to know to start your day Some publishers are repurposing modern classics, making simplified picture books of them for children and cutting out the Rrated details The states General Assembly is expected to rescind the contentious state law cutting legal protections for lesbian, gay, bisexual and transgender people A reporters credit card was stolen, so he counted all the video cameras in stores where it was used afterward And then he included the data from the Uber rides Heres what you need to know to start your day Tony Bennett celebrates the big  with friends at Radio City Music Hall And Robin Roberts and her ABC colleagues recount the years top stories Despite the easy narrative that Yahoo is a loser in the tech industry, its business is stabilizing and Verizon has little to stand on to exit the merger Conan OBrien, Rashida Jones, Shaq and others serenade the holidays And LinManuel Miranda and Michael Phelps reminisce about their very good years An industry with a reputation for misogyny sees growth opportunities in making video game competitions more appealing to women The ridehailing giant expected to lose money this year, but economic theory suggests its handing its passengers a lot of value",pos,neg
"New books by Jace Clayton, Eliot Weinberger, Mary Oliver and Benjamin Percy The second season of The Man in the High Castle debuts today And Barry imagines Barack Obama in his college days He needs a jolt several times a day, and he gives it back to you Its a dangerous codependency The sharing economy isnt really about sharing So what do we call it Some part of me still has a childs desire to wake up, starryeyed, and find surprises chosen with love and obtained in secret A select list of holiday classics and nonclassics But, please remember, Zombie Lake is not a Christmas movie",neg,neg
"Stores in the future will use virtual reality and other technologies to improve the shopping experience MSCIs social index business grows as big pensions and other investors pour money into funds that focus on more than just corporate balance sheets Heres what you need to know to start your day Mr Trump called the group truly amazing and said the attendees were doing a good job Many of the executives brought up topics like immigration and education The series, which returns with its second season on Friday, has a new relevance in a postelection United States New York Times critics pick their favorite movies of the year, with links telling you where to stream them The Anthology Film Archives is giving viewers a chance to discover this longforgotten director with a beautiful restoration of her  film The Dumb Girl of Portici",neg,neg
"The presidentelect met with Jeff Bezos of Amazon and Timothy D Cook of Apple, among other tech leaders, in a surprisingly genial gathering Heres what you need to know to start your day Rectify, the Peabodywinning series about a death row prisoner, comes to an end And Star, the latest creation from Lee Daniels, is previewed Visit ,yearold megaliths discovered on a cattle ranch in Brazil The site sheds new light on how indigenous people of the Amazon may have lived The conventional belief is that only small tribes could have inhabited the Amazon jungle, but new discoveries call that into question How Google used artificial intelligence to transform Google Translate, one of its more popular services  and how machine learning is poised to reinvent computing itself Heres what you need to know to start your day The General Services Administration disputed House Democrats on whether Presidentelect Donald J Trump had to sell off his Washington hotel Jeff Bezos announced on Twitter that his company had made its first automated shipment, a twomile, minute trip to a shopper in Cambridgeshire The wide array of available videostreaming devices can be overwhelming, but a bit of research will help you figure out what features you really need The service will be available by March and will offer a combination of new shows as well as a collection of recently aired programs and other offerings from the broadcasters back catalogs Heres what you need to know to start your day Heres what you need to know at the end of the day With trips to Africa, the Amazon and Alaska, the founder of Gondwana Ecotours wants to preserve wild places and support nonprofit groups",neg,neg
"The ultimate escape in these disaffected times To counter any perception that scouting is dated, the Girl Scouts are promoting their GIRL initiative  for gogetters, innovators, risk takers and leaders A complete list of the nominees for the  Golden Globe awards It can save hours, but others worry that watching or listening to programs this way undermines the rhythm of a production and dilutes some of its creative elements Netflix has shut down the thcentury drama that cost the streaming service at least  million Phoebe WallerBridge, who is reviving the onewoman stage show that inspired her Amazon series, said she admits to feeling a certain amount of whiplash Heres what you need to know at the end of the day The Rock and an army of other performers entertain the troops And Bruno Mars, Sting and the Weeknd take the stage in the season finale of The Voice While Washington frets over an ATTTime Warner merger, Silicon Valley giants have taken over the media business The executives meeting with Mr Trump in Manhattan on Wednesday include Elon Musk of Tesla, Timothy D Cook of Apple and Jeff Bezos of Amazon New York Times critics pick their favorite shows of the year, with links telling you where to stream them Heres what you need to know to start your day Are you trying to figure out what to watch next Watching is here to help",neg,neg
"Climb aboard a judges riverboat court as it travels through the Amazon Heres what you need to know to start your day A Great Comet, a hour magnum opus and a comedy about slavery are among the top shows of the year The internet giant has spent years migrating the source of electric power at its giant data centers to sources like wind turbines and solar panels The owners of the worlds largest network say it will soon run  percent on renewable power There are business reasons for this Paul Bloom is by no means making the case for heartlessness in his new book He prefers a mixture of caring and detached costbenefit analysis Giftbuying season has arrived, and there are plenty of apps to help make you a smarter shopper Bookstore owners, who invested  years in the literary community and the Cobble Hill neighborhood, will close its doors at the end of the month During the presidential race, Silicon Valley leaders shunned Mr Trump and all he stood for Next week, theyll meet in New York The film critics of The New York Times  Manohla Dargis, A O Scott and Stephen Holden  share their picks for the best movies of the year Plan the year ahead with international events, including a popup festival in the South African desert and a Star Trekthemed cruise Remember gadgets They were wonderful, and now theyre no more The telecom giant and media behemoth defended their proposed  billion merger in a Senate hearing The Amazon series created a work about Amy Fisher, the s tabloid sensation, with help from the composer Nico Muhly Taraji P Henson heats up the stage in a holiday variety show, and Bryan Cranston lends his voice to an aging superhero in SuperMansion Investigators also seized files from the airline in a widening inquiry into the crash in Colombia of a jet carrying the Brazilian soccer team Chapecoense This word has appeared in  New York Times articles in the past year The collection at the Metropolitan Museum of Art holds a number of remarkable depictions of powerful women Heres our minute critics guide Madonna takes the world by storm in her Rebel Heart world tour And Mozart in the Jungle travels to Italy as Season  begins Known as the Guyana Project, an expedition to study the Amazon in  turned into the pursuit of a German Guiana, an idea undone by malaria and other troubles Have a jolly holiday with the one and only Mary Poppins Or ogle the strongman John Cena on Saturday Night Live",neg,pos
